country,year,denom_concept,has_numerator,has_population,has_denominator,has_all
CRI,2006,lower,FALSE,TRUE,FALSE,FALSE
CRI,2006,middle,FALSE,TRUE,FALSE,FALSE
CRI,2006,upper,FALSE,TRUE,FALSE,FALSE
CRI,2007,lower,FALSE,TRUE,FALSE,FALSE
CRI,2007,middle,FALSE,TRUE,FALSE,FALSE
CRI,2007,upper,FALSE,TRUE,FALSE,FALSE
CRI,2008,lower,FALSE,TRUE,FALSE,FALSE
CRI,2008,middle,FALSE,TRUE,FALSE,FALSE
CRI,2008,upper,FALSE,TRUE,FALSE,FALSE
CRI,2009,lower,FALSE,TRUE,FALSE,FALSE
CRI,2009,middle,FALSE,TRUE,FALSE,FALSE
CRI,2009,upper,FALSE,TRUE,FALSE,FALSE
CRI,2010,lower,TRUE,TRUE,TRUE,TRUE
CRI,2010,middle,TRUE,TRUE,FALSE,FALSE
CRI,2010,upper,TRUE,TRUE,FALSE,FALSE
CRI,2011,lower,TRUE,TRUE,TRUE,TRUE
CRI,2011,middle,TRUE,TRUE,FALSE,FALSE
CRI,2011,upper,TRUE,TRUE,FALSE,FALSE
CRI,2012,lower,TRUE,TRUE,TRUE,TRUE
CRI,2012,middle,TRUE,TRUE,TRUE,TRUE
CRI,2012,upper,TRUE,TRUE,TRUE,TRUE
CRI,2013,lower,TRUE,TRUE,TRUE,TRUE
CRI,2013,middle,TRUE,TRUE,TRUE,TRUE
CRI,2013,upper,TRUE,TRUE,TRUE,TRUE
CRI,2014,lower,TRUE,TRUE,TRUE,TRUE
CRI,2014,middle,TRUE,TRUE,TRUE,TRUE
CRI,2014,upper,TRUE,TRUE,TRUE,TRUE
CRI,2015,lower,TRUE,TRUE,TRUE,TRUE
CRI,2015,middle,TRUE,TRUE,TRUE,TRUE
CRI,2015,upper,TRUE,TRUE,TRUE,TRUE
CRI,2016,lower,TRUE,TRUE,TRUE,TRUE
CRI,2016,middle,TRUE,TRUE,TRUE,TRUE
CRI,2016,upper,TRUE,TRUE,TRUE,TRUE
CRI,2017,lower,FALSE,TRUE,TRUE,FALSE
CRI,2017,middle,FALSE,TRUE,FALSE,FALSE
CRI,2017,upper,FALSE,TRUE,TRUE,FALSE
CRI,2018,lower,FALSE,TRUE,TRUE,FALSE
CRI,2018,middle,FALSE,TRUE,TRUE,FALSE
CRI,2018,upper,FALSE,TRUE,TRUE,FALSE
CRI,2019,lower,FALSE,TRUE,TRUE,FALSE
CRI,2019,middle,FALSE,TRUE,TRUE,FALSE
CRI,2019,upper,FALSE,TRUE,TRUE,FALSE
CRI,2020,lower,FALSE,TRUE,TRUE,FALSE
CRI,2020,middle,FALSE,TRUE,TRUE,FALSE
CRI,2020,upper,FALSE,TRUE,TRUE,FALSE
CRI,2021,lower,FALSE,TRUE,FALSE,FALSE
CRI,2021,middle,FALSE,TRUE,TRUE,FALSE
CRI,2021,upper,FALSE,TRUE,TRUE,FALSE
CRI,2022,lower,FALSE,TRUE,FALSE,FALSE
CRI,2022,middle,FALSE,TRUE,FALSE,FALSE
CRI,2022,upper,FALSE,TRUE,FALSE,FALSE
CRI,2023,lower,FALSE,TRUE,FALSE,FALSE
CRI,2023,middle,FALSE,TRUE,FALSE,FALSE
CRI,2023,upper,FALSE,TRUE,FALSE,FALSE
CRI,2024,lower,FALSE,TRUE,FALSE,FALSE
CRI,2024,middle,FALSE,TRUE,FALSE,FALSE
CRI,2024,upper,FALSE,TRUE,FALSE,FALSE
DOM,1990,lower,FALSE,TRUE,FALSE,FALSE
DOM,1990,middle,FALSE,TRUE,FALSE,FALSE
DOM,1990,upper,FALSE,TRUE,FALSE,FALSE
DOM,1991,lower,FALSE,TRUE,FALSE,FALSE
DOM,1991,middle,FALSE,TRUE,FALSE,FALSE
DOM,1991,upper,FALSE,TRUE,FALSE,FALSE
DOM,1992,lower,FALSE,TRUE,FALSE,FALSE
DOM,1992,middle,FALSE,TRUE,FALSE,FALSE
DOM,1992,upper,FALSE,TRUE,FALSE,FALSE
DOM,1993,lower,FALSE,TRUE,FALSE,FALSE
DOM,1993,middle,FALSE,TRUE,FALSE,FALSE
DOM,1993,upper,FALSE,TRUE,FALSE,FALSE
DOM,1994,lower,FALSE,TRUE,FALSE,FALSE
DOM,1994,middle,FALSE,TRUE,FALSE,FALSE
DOM,1994,upper,FALSE,TRUE,FALSE,FALSE
DOM,1995,lower,FALSE,TRUE,FALSE,FALSE
DOM,1995,middle,FALSE,TRUE,FALSE,FALSE
DOM,1995,upper,FALSE,TRUE,FALSE,FALSE
DOM,1996,lower,FALSE,TRUE,FALSE,FALSE
DOM,1996,middle,FALSE,TRUE,FALSE,FALSE
DOM,1996,upper,FALSE,TRUE,FALSE,FALSE
DOM,1997,lower,FALSE,TRUE,FALSE,FALSE
DOM,1997,middle,FALSE,TRUE,FALSE,FALSE
DOM,1997,upper,FALSE,TRUE,FALSE,FALSE
DOM,1998,lower,FALSE,TRUE,FALSE,FALSE
DOM,1998,middle,FALSE,TRUE,FALSE,FALSE
DOM,1998,upper,FALSE,TRUE,FALSE,FALSE
DOM,1999,lower,FALSE,TRUE,FALSE,FALSE
DOM,1999,middle,FALSE,TRUE,FALSE,FALSE
DOM,1999,upper,FALSE,TRUE,FALSE,FALSE
DOM,2000,lower,FALSE,TRUE,FALSE,FALSE
DOM,2000,middle,FALSE,TRUE,FALSE,FALSE
DOM,2000,upper,FALSE,TRUE,FALSE,FALSE
DOM,2001,lower,FALSE,TRUE,FALSE,FALSE
DOM,2001,middle,FALSE,TRUE,FALSE,FALSE
DOM,2001,upper,FALSE,TRUE,FALSE,FALSE
DOM,2002,lower,FALSE,TRUE,FALSE,FALSE
DOM,2002,middle,FALSE,TRUE,FALSE,FALSE
DOM,2002,upper,FALSE,TRUE,FALSE,FALSE
DOM,2003,lower,FALSE,TRUE,FALSE,FALSE
DOM,2003,middle,FALSE,TRUE,FALSE,FALSE
DOM,2003,upper,FALSE,TRUE,FALSE,FALSE
DOM,2004,lower,FALSE,TRUE,FALSE,FALSE
DOM,2004,middle,FALSE,TRUE,FALSE,FALSE
DOM,2004,upper,FALSE,TRUE,FALSE,FALSE
DOM,2005,lower,FALSE,TRUE,FALSE,FALSE
DOM,2005,middle,FALSE,TRUE,FALSE,FALSE
DOM,2005,upper,FALSE,TRUE,FALSE,FALSE
DOM,2006,lower,FALSE,TRUE,FALSE,FALSE
DOM,2006,middle,FALSE,TRUE,FALSE,FALSE
DOM,2006,upper,FALSE,TRUE,FALSE,FALSE
DOM,2007,lower,FALSE,TRUE,FALSE,FALSE
DOM,2007,middle,FALSE,TRUE,FALSE,FALSE
DOM,2007,upper,FALSE,TRUE,TRUE,FALSE
DOM,2008,lower,FALSE,TRUE,FALSE,FALSE
DOM,2008,middle,FALSE,TRUE,FALSE,FALSE
DOM,2008,upper,FALSE,TRUE,TRUE,FALSE
DOM,2009,lower,FALSE,TRUE,FALSE,FALSE
DOM,2009,middle,FALSE,TRUE,FALSE,FALSE
DOM,2009,upper,FALSE,TRUE,TRUE,FALSE
DOM,2010,lower,FALSE,TRUE,FALSE,FALSE
DOM,2010,middle,FALSE,TRUE,FALSE,FALSE
DOM,2010,upper,FALSE,TRUE,TRUE,FALSE
DOM,2011,lower,FALSE,TRUE,FALSE,FALSE
DOM,2011,middle,FALSE,TRUE,FALSE,FALSE
DOM,2011,upper,FALSE,TRUE,TRUE,FALSE
DOM,2012,lower,TRUE,TRUE,TRUE,TRUE
DOM,2012,middle,TRUE,TRUE,FALSE,FALSE
DOM,2012,upper,TRUE,TRUE,TRUE,TRUE
DOM,2013,lower,TRUE,TRUE,TRUE,TRUE
DOM,2013,middle,TRUE,TRUE,FALSE,FALSE
DOM,2013,upper,TRUE,TRUE,TRUE,TRUE
DOM,2014,lower,TRUE,TRUE,TRUE,TRUE
DOM,2014,middle,TRUE,TRUE,FALSE,FALSE
DOM,2014,upper,TRUE,TRUE,TRUE,TRUE
DOM,2015,lower,TRUE,TRUE,TRUE,TRUE
DOM,2015,middle,TRUE,TRUE,FALSE,FALSE
DOM,2015,upper,TRUE,TRUE,TRUE,TRUE
DOM,2016,lower,TRUE,TRUE,TRUE,TRUE
DOM,2016,middle,TRUE,TRUE,FALSE,FALSE
DOM,2016,upper,TRUE,TRUE,TRUE,TRUE
DOM,2017,lower,TRUE,TRUE,TRUE,TRUE
DOM,2017,middle,TRUE,TRUE,FALSE,FALSE
DOM,2017,upper,TRUE,TRUE,FALSE,FALSE
DOM,2018,lower,TRUE,TRUE,TRUE,TRUE
DOM,2018,middle,TRUE,TRUE,FALSE,FALSE
DOM,2018,upper,TRUE,TRUE,FALSE,FALSE
DOM,2019,lower,TRUE,TRUE,TRUE,TRUE
DOM,2019,middle,TRUE,TRUE,FALSE,FALSE
DOM,2019,upper,TRUE,TRUE,FALSE,FALSE
DOM,2020,lower,TRUE,TRUE,TRUE,TRUE
DOM,2020,middle,TRUE,TRUE,FALSE,FALSE
DOM,2020,upper,TRUE,TRUE,FALSE,FALSE
DOM,2021,lower,FALSE,TRUE,TRUE,FALSE
DOM,2021,middle,FALSE,TRUE,FALSE,FALSE
DOM,2021,upper,FALSE,TRUE,FALSE,FALSE
DOM,2022,lower,FALSE,TRUE,FALSE,FALSE
DOM,2022,middle,FALSE,TRUE,FALSE,FALSE
DOM,2022,upper,FALSE,TRUE,FALSE,FALSE
DOM,2023,lower,FALSE,TRUE,FALSE,FALSE
DOM,2023,middle,FALSE,TRUE,FALSE,FALSE
DOM,2023,upper,FALSE,TRUE,FALSE,FALSE
DOM,2024,lower,FALSE,TRUE,FALSE,FALSE
DOM,2024,middle,FALSE,TRUE,FALSE,FALSE
DOM,2024,upper,FALSE,TRUE,FALSE,FALSE
ECU,1990,lower,FALSE,TRUE,FALSE,FALSE
ECU,1990,middle,FALSE,TRUE,FALSE,FALSE
ECU,1990,upper,FALSE,TRUE,FALSE,FALSE
ECU,1991,lower,FALSE,TRUE,FALSE,FALSE
ECU,1991,middle,FALSE,TRUE,FALSE,FALSE
ECU,1991,upper,FALSE,TRUE,FALSE,FALSE
ECU,1992,lower,FALSE,TRUE,FALSE,FALSE
ECU,1992,middle,FALSE,TRUE,FALSE,FALSE
ECU,1992,upper,FALSE,TRUE,FALSE,FALSE
ECU,1993,lower,FALSE,TRUE,FALSE,FALSE
ECU,1993,middle,FALSE,TRUE,FALSE,FALSE
ECU,1993,upper,FALSE,TRUE,FALSE,FALSE
ECU,1994,lower,FALSE,TRUE,FALSE,FALSE
ECU,1994,middle,FALSE,TRUE,FALSE,FALSE
ECU,1994,upper,FALSE,TRUE,FALSE,FALSE
ECU,1995,lower,FALSE,TRUE,FALSE,FALSE
ECU,1995,middle,FALSE,TRUE,FALSE,FALSE
ECU,1995,upper,FALSE,TRUE,FALSE,FALSE
ECU,1996,lower,FALSE,TRUE,FALSE,FALSE
ECU,1996,middle,FALSE,TRUE,FALSE,FALSE
ECU,1996,upper,FALSE,TRUE,FALSE,FALSE
ECU,1997,lower,FALSE,TRUE,FALSE,FALSE
ECU,1997,middle,FALSE,TRUE,FALSE,FALSE
ECU,1997,upper,FALSE,TRUE,FALSE,FALSE
ECU,1998,lower,FALSE,TRUE,FALSE,FALSE
ECU,1998,middle,FALSE,TRUE,FALSE,FALSE
ECU,1998,upper,FALSE,TRUE,FALSE,FALSE
ECU,1999,lower,FALSE,TRUE,FALSE,FALSE
ECU,1999,middle,FALSE,TRUE,FALSE,FALSE
ECU,1999,upper,FALSE,TRUE,FALSE,FALSE
ECU,2000,lower,FALSE,TRUE,FALSE,FALSE
ECU,2000,middle,FALSE,TRUE,FALSE,FALSE
ECU,2000,upper,FALSE,TRUE,FALSE,FALSE
ECU,2001,lower,FALSE,TRUE,TRUE,FALSE
ECU,2001,middle,FALSE,TRUE,FALSE,FALSE
ECU,2001,upper,FALSE,TRUE,FALSE,FALSE
ECU,2002,lower,FALSE,TRUE,FALSE,FALSE
ECU,2002,middle,FALSE,TRUE,FALSE,FALSE
ECU,2002,upper,FALSE,TRUE,FALSE,FALSE
ECU,2003,lower,FALSE,TRUE,TRUE,FALSE
ECU,2003,middle,FALSE,TRUE,FALSE,FALSE
ECU,2003,upper,FALSE,TRUE,FALSE,FALSE
ECU,2004,lower,FALSE,TRUE,FALSE,FALSE
ECU,2004,middle,FALSE,TRUE,FALSE,FALSE
ECU,2004,upper,FALSE,TRUE,FALSE,FALSE
ECU,2005,lower,FALSE,TRUE,TRUE,FALSE
ECU,2005,middle,FALSE,TRUE,FALSE,FALSE
ECU,2005,upper,FALSE,TRUE,FALSE,FALSE
ECU,2006,lower,FALSE,TRUE,TRUE,FALSE
ECU,2006,middle,FALSE,TRUE,FALSE,FALSE
ECU,2006,upper,FALSE,TRUE,FALSE,FALSE
ECU,2007,lower,FALSE,TRUE,TRUE,FALSE
ECU,2007,middle,FALSE,TRUE,FALSE,FALSE
ECU,2007,upper,FALSE,TRUE,TRUE,FALSE
ECU,2008,lower,FALSE,TRUE,TRUE,FALSE
ECU,2008,middle,FALSE,TRUE,FALSE,FALSE
ECU,2008,upper,FALSE,TRUE,TRUE,FALSE
ECU,2009,lower,FALSE,TRUE,TRUE,FALSE
ECU,2009,middle,FALSE,TRUE,FALSE,FALSE
ECU,2009,upper,FALSE,TRUE,TRUE,FALSE
ECU,2010,lower,FALSE,TRUE,TRUE,FALSE
ECU,2010,middle,FALSE,TRUE,FALSE,FALSE
ECU,2010,upper,FALSE,TRUE,TRUE,FALSE
ECU,2011,lower,FALSE,TRUE,TRUE,FALSE
ECU,2011,middle,FALSE,TRUE,FALSE,FALSE
ECU,2011,upper,FALSE,TRUE,TRUE,FALSE
ECU,2012,lower,FALSE,TRUE,TRUE,FALSE
ECU,2012,middle,FALSE,TRUE,FALSE,FALSE
ECU,2012,upper,FALSE,TRUE,TRUE,FALSE
ECU,2013,lower,FALSE,TRUE,TRUE,FALSE
ECU,2013,middle,FALSE,TRUE,FALSE,FALSE
ECU,2013,upper,FALSE,TRUE,TRUE,FALSE
ECU,2014,lower,FALSE,TRUE,TRUE,FALSE
ECU,2014,middle,FALSE,TRUE,FALSE,FALSE
ECU,2014,upper,FALSE,TRUE,TRUE,FALSE
ECU,2015,lower,FALSE,TRUE,TRUE,FALSE
ECU,2015,middle,FALSE,TRUE,FALSE,FALSE
ECU,2015,upper,FALSE,TRUE,TRUE,FALSE
ECU,2016,lower,FALSE,TRUE,TRUE,FALSE
ECU,2016,middle,FALSE,TRUE,FALSE,FALSE
ECU,2016,upper,FALSE,TRUE,TRUE,FALSE
ECU,2017,lower,FALSE,TRUE,TRUE,FALSE
ECU,2017,middle,FALSE,TRUE,FALSE,FALSE
ECU,2017,upper,FALSE,TRUE,TRUE,FALSE
ECU,2018,lower,FALSE,TRUE,TRUE,FALSE
ECU,2018,middle,FALSE,TRUE,TRUE,FALSE
ECU,2018,upper,FALSE,TRUE,TRUE,FALSE
ECU,2019,lower,FALSE,TRUE,TRUE,FALSE
ECU,2019,middle,FALSE,TRUE,TRUE,FALSE
ECU,2019,upper,FALSE,TRUE,TRUE,FALSE
ECU,2020,lower,FALSE,TRUE,TRUE,FALSE
ECU,2020,middle,FALSE,TRUE,TRUE,FALSE
ECU,2020,upper,FALSE,TRUE,TRUE,FALSE
ECU,2021,lower,FALSE,TRUE,TRUE,FALSE
ECU,2021,middle,FALSE,TRUE,TRUE,FALSE
ECU,2021,upper,FALSE,TRUE,TRUE,FALSE
ECU,2022,lower,FALSE,TRUE,FALSE,FALSE
ECU,2022,middle,FALSE,TRUE,TRUE,FALSE
ECU,2022,upper,FALSE,TRUE,TRUE,FALSE
ECU,2023,lower,FALSE,TRUE,FALSE,FALSE
ECU,2023,middle,FALSE,TRUE,TRUE,FALSE
ECU,2023,upper,FALSE,TRUE,TRUE,FALSE
ECU,2024,lower,FALSE,TRUE,FALSE,FALSE
ECU,2024,middle,FALSE,TRUE,FALSE,FALSE
ECU,2024,upper,FALSE,TRUE,FALSE,FALSE
MEX,1990,lower,FALSE,TRUE,FALSE,FALSE
MEX,1990,middle,FALSE,TRUE,FALSE,FALSE
MEX,1990,upper,FALSE,TRUE,FALSE,FALSE
MEX,1991,lower,FALSE,TRUE,FALSE,FALSE
MEX,1991,middle,FALSE,TRUE,FALSE,FALSE
MEX,1991,upper,FALSE,TRUE,FALSE,FALSE
MEX,1992,lower,FALSE,TRUE,FALSE,FALSE
MEX,1992,middle,FALSE,TRUE,FALSE,FALSE
MEX,1992,upper,FALSE,TRUE,FALSE,FALSE
MEX,1993,lower,FALSE,TRUE,FALSE,FALSE
MEX,1993,middle,FALSE,TRUE,FALSE,FALSE
MEX,1993,upper,FALSE,TRUE,FALSE,FALSE
MEX,1994,lower,FALSE,TRUE,FALSE,FALSE
MEX,1994,middle,FALSE,TRUE,FALSE,FALSE
MEX,1994,upper,FALSE,TRUE,FALSE,FALSE
MEX,1995,lower,FALSE,TRUE,FALSE,FALSE
MEX,1995,middle,FALSE,TRUE,FALSE,FALSE
MEX,1995,upper,FALSE,TRUE,FALSE,FALSE
MEX,1996,lower,FALSE,TRUE,FALSE,FALSE
MEX,1996,middle,FALSE,TRUE,FALSE,FALSE
MEX,1996,upper,FALSE,TRUE,FALSE,FALSE
MEX,1997,lower,FALSE,TRUE,FALSE,FALSE
MEX,1997,middle,FALSE,TRUE,FALSE,FALSE
MEX,1997,upper,FALSE,TRUE,FALSE,FALSE
MEX,1998,lower,FALSE,TRUE,FALSE,FALSE
MEX,1998,middle,FALSE,TRUE,FALSE,FALSE
MEX,1998,upper,FALSE,TRUE,FALSE,FALSE
MEX,1999,lower,FALSE,TRUE,FALSE,FALSE
MEX,1999,middle,FALSE,TRUE,FALSE,FALSE
MEX,1999,upper,FALSE,TRUE,FALSE,FALSE
MEX,2000,lower,FALSE,TRUE,FALSE,FALSE
MEX,2000,middle,FALSE,TRUE,FALSE,FALSE
MEX,2000,upper,FALSE,TRUE,FALSE,FALSE
MEX,2001,lower,FALSE,TRUE,FALSE,FALSE
MEX,2001,middle,FALSE,TRUE,FALSE,FALSE
MEX,2001,upper,FALSE,TRUE,FALSE,FALSE
MEX,2002,lower,FALSE,TRUE,TRUE,FALSE
MEX,2002,middle,FALSE,TRUE,FALSE,FALSE
MEX,2002,upper,FALSE,TRUE,FALSE,FALSE
MEX,2003,lower,FALSE,TRUE,FALSE,FALSE
MEX,2003,middle,FALSE,TRUE,TRUE,FALSE
MEX,2003,upper,FALSE,TRUE,TRUE,FALSE
MEX,2004,lower,FALSE,TRUE,TRUE,FALSE
MEX,2004,middle,FALSE,TRUE,TRUE,FALSE
MEX,2004,upper,FALSE,TRUE,TRUE,FALSE
MEX,2005,lower,FALSE,TRUE,FALSE,FALSE
MEX,2005,middle,FALSE,TRUE,TRUE,FALSE
MEX,2005,upper,FALSE,TRUE,TRUE,FALSE
MEX,2006,lower,FALSE,TRUE,TRUE,FALSE
MEX,2006,middle,FALSE,TRUE,TRUE,FALSE
MEX,2006,upper,FALSE,TRUE,TRUE,FALSE
MEX,2007,lower,FALSE,TRUE,FALSE,FALSE
MEX,2007,middle,FALSE,TRUE,TRUE,FALSE
MEX,2007,upper,FALSE,TRUE,TRUE,FALSE
MEX,2008,lower,FALSE,TRUE,TRUE,FALSE
MEX,2008,middle,FALSE,TRUE,TRUE,FALSE
MEX,2008,upper,FALSE,TRUE,TRUE,FALSE
MEX,2009,lower,TRUE,TRUE,FALSE,FALSE
MEX,2009,middle,TRUE,TRUE,TRUE,TRUE
MEX,2009,upper,TRUE,TRUE,TRUE,TRUE
MEX,2010,lower,TRUE,TRUE,TRUE,TRUE
MEX,2010,middle,TRUE,TRUE,TRUE,TRUE
MEX,2010,upper,TRUE,TRUE,TRUE,TRUE
MEX,2011,lower,TRUE,TRUE,FALSE,FALSE
MEX,2011,middle,TRUE,TRUE,TRUE,TRUE
MEX,2011,upper,TRUE,TRUE,TRUE,TRUE
MEX,2012,lower,TRUE,TRUE,TRUE,TRUE
MEX,2012,middle,TRUE,TRUE,TRUE,TRUE
MEX,2012,upper,TRUE,TRUE,TRUE,TRUE
MEX,2013,lower,TRUE,TRUE,FALSE,FALSE
MEX,2013,middle,TRUE,TRUE,TRUE,TRUE
MEX,2013,upper,TRUE,TRUE,TRUE,TRUE
MEX,2014,lower,TRUE,TRUE,TRUE,TRUE
MEX,2014,middle,TRUE,TRUE,TRUE,TRUE
MEX,2014,upper,TRUE,TRUE,TRUE,TRUE
MEX,2015,lower,FALSE,TRUE,FALSE,FALSE
MEX,2015,middle,FALSE,TRUE,TRUE,FALSE
MEX,2015,upper,FALSE,TRUE,TRUE,FALSE
MEX,2016,lower,FALSE,TRUE,TRUE,FALSE
MEX,2016,middle,FALSE,TRUE,TRUE,FALSE
MEX,2016,upper,FALSE,TRUE,TRUE,FALSE
MEX,2017,lower,FALSE,TRUE,FALSE,FALSE
MEX,2017,middle,FALSE,TRUE,TRUE,FALSE
MEX,2017,upper,FALSE,TRUE,TRUE,FALSE
MEX,2018,lower,FALSE,TRUE,TRUE,FALSE
MEX,2018,middle,FALSE,TRUE,TRUE,FALSE
MEX,2018,upper,FALSE,TRUE,TRUE,FALSE
MEX,2019,lower,FALSE,TRUE,FALSE,FALSE
MEX,2019,middle,FALSE,TRUE,TRUE,FALSE
MEX,2019,upper,FALSE,TRUE,TRUE,FALSE
MEX,2020,lower,FALSE,TRUE,TRUE,FALSE
MEX,2020,middle,FALSE,TRUE,TRUE,FALSE
MEX,2020,upper,FALSE,TRUE,TRUE,FALSE
MEX,2021,lower,FALSE,TRUE,FALSE,FALSE
MEX,2021,middle,FALSE,TRUE,TRUE,FALSE
MEX,2021,upper,FALSE,TRUE,TRUE,FALSE
MEX,2022,lower,FALSE,TRUE,FALSE,FALSE
MEX,2022,middle,FALSE,TRUE,TRUE,FALSE
MEX,2022,upper,FALSE,TRUE,TRUE,FALSE
MEX,2023,lower,FALSE,TRUE,FALSE,FALSE
MEX,2023,middle,FALSE,TRUE,FALSE,FALSE
MEX,2023,upper,FALSE,TRUE,FALSE,FALSE
MEX,2024,lower,FALSE,TRUE,FALSE,FALSE
MEX,2024,middle,FALSE,TRUE,FALSE,FALSE
MEX,2024,upper,FALSE,TRUE,FALSE,FALSE
PER,1990,lower,FALSE,TRUE,FALSE,FALSE
PER,1990,middle,FALSE,TRUE,FALSE,FALSE
PER,1990,upper,FALSE,TRUE,FALSE,FALSE
PER,1991,lower,FALSE,TRUE,FALSE,FALSE
PER,1991,middle,FALSE,TRUE,FALSE,FALSE
PER,1991,upper,FALSE,TRUE,FALSE,FALSE
PER,1992,lower,FALSE,TRUE,FALSE,FALSE
PER,1992,middle,FALSE,TRUE,FALSE,FALSE
PER,1992,upper,FALSE,TRUE,FALSE,FALSE
PER,1993,lower,FALSE,TRUE,FALSE,FALSE
PER,1993,middle,FALSE,TRUE,FALSE,FALSE
PER,1993,upper,FALSE,TRUE,FALSE,FALSE
PER,1994,lower,FALSE,TRUE,FALSE,FALSE
PER,1994,middle,FALSE,TRUE,FALSE,FALSE
PER,1994,upper,FALSE,TRUE,FALSE,FALSE
PER,1995,lower,FALSE,TRUE,FALSE,FALSE
PER,1995,middle,FALSE,TRUE,FALSE,FALSE
PER,1995,upper,FALSE,TRUE,FALSE,FALSE
PER,1996,lower,FALSE,TRUE,FALSE,FALSE
PER,1996,middle,FALSE,TRUE,FALSE,FALSE
PER,1996,upper,FALSE,TRUE,FALSE,FALSE
PER,1997,lower,FALSE,TRUE,FALSE,FALSE
PER,1997,middle,FALSE,TRUE,FALSE,FALSE
PER,1997,upper,FALSE,TRUE,FALSE,FALSE
PER,1998,lower,FALSE,TRUE,FALSE,FALSE
PER,1998,middle,FALSE,TRUE,FALSE,FALSE
PER,1998,upper,FALSE,TRUE,FALSE,FALSE
PER,1999,lower,FALSE,TRUE,FALSE,FALSE
PER,1999,middle,FALSE,TRUE,FALSE,FALSE
PER,1999,upper,FALSE,TRUE,FALSE,FALSE
PER,2000,lower,FALSE,TRUE,TRUE,FALSE
PER,2000,middle,FALSE,TRUE,FALSE,FALSE
PER,2000,upper,FALSE,TRUE,FALSE,FALSE
PER,2001,lower,FALSE,TRUE,TRUE,FALSE
PER,2001,middle,FALSE,TRUE,FALSE,FALSE
PER,2001,upper,FALSE,TRUE,FALSE,FALSE
PER,2002,lower,FALSE,TRUE,TRUE,FALSE
PER,2002,middle,FALSE,TRUE,FALSE,FALSE
PER,2002,upper,FALSE,TRUE,FALSE,FALSE
PER,2003,lower,FALSE,TRUE,TRUE,FALSE
PER,2003,middle,FALSE,TRUE,FALSE,FALSE
PER,2003,upper,FALSE,TRUE,FALSE,FALSE
PER,2004,lower,FALSE,TRUE,TRUE,FALSE
PER,2004,middle,FALSE,TRUE,FALSE,FALSE
PER,2004,upper,FALSE,TRUE,FALSE,FALSE
PER,2005,lower,FALSE,TRUE,TRUE,FALSE
PER,2005,middle,FALSE,TRUE,FALSE,FALSE
PER,2005,upper,FALSE,TRUE,FALSE,FALSE
PER,2006,lower,FALSE,TRUE,TRUE,FALSE
PER,2006,middle,FALSE,TRUE,FALSE,FALSE
PER,2006,upper,FALSE,TRUE,FALSE,FALSE
PER,2007,lower,FALSE,TRUE,TRUE,FALSE
PER,2007,middle,FALSE,TRUE,TRUE,FALSE
PER,2007,upper,FALSE,TRUE,TRUE,FALSE
PER,2008,lower,FALSE,TRUE,TRUE,FALSE
PER,2008,middle,FALSE,TRUE,TRUE,FALSE
PER,2008,upper,FALSE,TRUE,TRUE,FALSE
PER,2009,lower,FALSE,TRUE,TRUE,FALSE
PER,2009,middle,FALSE,TRUE,TRUE,FALSE
PER,2009,upper,FALSE,TRUE,TRUE,FALSE
PER,2010,lower,FALSE,TRUE,TRUE,FALSE
PER,2010,middle,FALSE,TRUE,TRUE,FALSE
PER,2010,upper,FALSE,TRUE,TRUE,FALSE
PER,2011,lower,FALSE,TRUE,TRUE,FALSE
PER,2011,middle,FALSE,TRUE,TRUE,FALSE
PER,2011,upper,FALSE,TRUE,TRUE,FALSE
PER,2012,lower,FALSE,TRUE,TRUE,FALSE
PER,2012,middle,FALSE,TRUE,TRUE,FALSE
PER,2012,upper,FALSE,TRUE,TRUE,FALSE
PER,2013,lower,FALSE,TRUE,TRUE,FALSE
PER,2013,middle,FALSE,TRUE,TRUE,FALSE
PER,2013,upper,FALSE,TRUE,TRUE,FALSE
PER,2014,lower,FALSE,TRUE,TRUE,FALSE
PER,2014,middle,FALSE,TRUE,TRUE,FALSE
PER,2014,upper,FALSE,TRUE,TRUE,FALSE
PER,2015,lower,FALSE,TRUE,TRUE,FALSE
PER,2015,middle,FALSE,TRUE,TRUE,FALSE
PER,2015,upper,FALSE,TRUE,TRUE,FALSE
PER,2016,lower,TRUE,TRUE,TRUE,TRUE
PER,2016,middle,TRUE,TRUE,TRUE,TRUE
PER,2016,upper,TRUE,TRUE,TRUE,TRUE
PER,2017,lower,TRUE,TRUE,TRUE,TRUE
PER,2017,middle,TRUE,TRUE,TRUE,TRUE
PER,2017,upper,TRUE,TRUE,TRUE,TRUE
PER,2018,lower,TRUE,TRUE,TRUE,TRUE
PER,2018,middle,TRUE,TRUE,TRUE,TRUE
PER,2018,upper,TRUE,TRUE,TRUE,TRUE
PER,2019,lower,FALSE,TRUE,TRUE,FALSE
PER,2019,middle,FALSE,TRUE,TRUE,FALSE
PER,2019,upper,FALSE,TRUE,TRUE,FALSE
PER,2020,lower,FALSE,TRUE,TRUE,FALSE
PER,2020,middle,FALSE,TRUE,TRUE,FALSE
PER,2020,upper,FALSE,TRUE,TRUE,FALSE
PER,2021,lower,FALSE,TRUE,TRUE,FALSE
PER,2021,middle,FALSE,TRUE,TRUE,FALSE
PER,2021,upper,FALSE,TRUE,TRUE,FALSE
