country,year,p,thr,avg,topavg,in_coverage,denom_total,denom_concept,denom_source,pop,pop_concept,pop_source
ARG,2014,0.9,0,0,125716.116263934,FALSE,2627552007978.25,lower,BFM,28745666,adults,WID
ARG,2014,0.99,350104.27313351,359209.14581664,655462.537310506,TRUE,4212980449280,upper,WID TOT_B5g_wid (2000+),28745666,adults,WID
ARG,2014,0.99,350104.27313351,359209.14581664,655462.537310506,TRUE,2627552007978.25,lower,BFM,28745666,adults,WID
ARG,2014,0.999,998091.467996858,1020546.61487542,1866950.25359727,TRUE,4212980449280,upper,WID TOT_B5g_wid (2000+),28745666,adults,WID
ARG,2014,0.999,998091.467996858,1020546.61487542,1866950.25359727,TRUE,2627552007978.25,lower,BFM,28745666,adults,WID
ARG,2014,0.9999,2695066.74716928,5443148.97387635,5443148.97387634,TRUE,4212980449280,upper,WID TOT_B5g_wid (2000+),28745666,adults,WID
ARG,2014,0.9999,2695066.74716928,5443148.97387635,5443148.97387634,TRUE,2627552007978.25,lower,BFM,28745666,adults,WID
ARG,2015,0.9,0,0,154206.30181536,FALSE,5366980018176,upper,WID TOT_B5g_wid (2000+),29152873,adults,WID
ARG,2015,0.99,449662.004714539,461157.766210977,846007.811430344,TRUE,5366980018176,upper,WID TOT_B5g_wid (2000+),29152873,adults,WID
ARG,2015,0.999,1313407.95643259,1347053.01309106,2423392.05137824,TRUE,5366980018176,upper,WID TOT_B5g_wid (2000+),29152873,adults,WID
ARG,2015,0.9999,3439222.90143422,7223641.63834339,7223641.63834339,TRUE,5366980018176,upper,WID TOT_B5g_wid (2000+),29152873,adults,WID
ARG,2016,0.9,0,0,206468.4959301,FALSE,7435975131136,upper,WID TOT_B5g_wid (2000+),29542154,adults,WID
ARG,2016,0.9,0,0,206468.4959301,FALSE,3613524966366.88,lower,BFM,29542154,adults,WID
ARG,2016,0.99,626414.897992769,642983.034649237,1212471.62279426,TRUE,7435975131136,upper,WID TOT_B5g_wid (2000+),29542154,adults,WID
ARG,2016,0.99,626414.897992769,642983.034649237,1212471.62279426,TRUE,3613524966366.88,lower,BFM,29542154,adults,WID
ARG,2016,0.999,1921468.50832341,1973853.42684155,3782402.8720549,TRUE,7435975131136,upper,WID TOT_B5g_wid (2000+),29542154,adults,WID
ARG,2016,0.999,1921468.50832341,1973853.42684155,3782402.8720549,TRUE,3613524966366.88,lower,BFM,29542154,adults,WID
ARG,2016,0.9999,4780492.68514578,14893727.5592448,14893727.5592448,TRUE,7435975131136,upper,WID TOT_B5g_wid (2000+),29542154,adults,WID
ARG,2016,0.9999,4780492.68514578,14893727.5592448,14893727.5592448,TRUE,3613524966366.88,lower,BFM,29542154,adults,WID
ARG,2017,0.9,0,0,250853.552953105,FALSE,9589356494848,upper,WID TOT_B5g_wid (2000+),29914836,adults,WID
ARG,2017,0.9,0,0,250853.552953105,FALSE,4740279373958.12,lower,BFM,29914836,adults,WID
ARG,2017,0.99,836753.617654998,859427.731223387,1659183.09611167,TRUE,9589356494848,upper,WID TOT_B5g_wid (2000+),29914836,adults,WID
ARG,2017,0.99,836753.617654998,859427.731223387,1659183.09611167,TRUE,4740279373958.12,lower,BFM,29914836,adults,WID
ARG,2017,0.999,2420408.50709025,2449633.96825744,5400962.64936932,TRUE,9589356494848,upper,WID TOT_B5g_wid (2000+),29914836,adults,WID
ARG,2017,0.999,2420408.50709025,2449633.96825744,5400962.64936932,TRUE,4740279373958.12,lower,BFM,29914836,adults,WID
ARG,2017,0.9999,7182542.59252881,23717945.0074226,23717945.0074226,TRUE,9589356494848,upper,WID TOT_B5g_wid (2000+),29914836,adults,WID
ARG,2017,0.9999,7182542.59252881,23717945.0074226,23717945.0074226,TRUE,4740279373958.12,lower,BFM,29914836,adults,WID
ARG,2018,0.9,0,0,308449.574801952,FALSE,13102423736320,upper,WID TOT_B5g_wid (2000+),30287061,adults,WID
ARG,2018,0.9,0,0,308449.574801952,FALSE,5336836668462.5,lower,BFM,30287061,adults,WID
ARG,2018,0.99,961431.589366486,1013772.19511476,2161241.42780897,TRUE,13102423736320,upper,WID TOT_B5g_wid (2000+),30287061,adults,WID
ARG,2018,0.99,961431.589366486,1013772.19511476,2161241.42780897,TRUE,5336836668462.5,lower,BFM,30287061,adults,WID
ARG,2018,0.999,5037579.2312814,5182260.15937654,6960311.40183469,TRUE,13102423736320,upper,WID TOT_B5g_wid (2000+),30287061,adults,WID
ARG,2018,0.999,5037579.2312814,5182260.15937654,6960311.40183469,TRUE,5336836668462.5,lower,BFM,30287061,adults,WID
ARG,2018,0.9999,9004817.85705611,9644123.32685177,9644123.32685177,TRUE,13102423736320,upper,WID TOT_B5g_wid (2000+),30287061,adults,WID
ARG,2018,0.9999,9004817.85705611,9644123.32685177,9644123.32685177,TRUE,5336836668462.5,lower,BFM,30287061,adults,WID
ARG,2019,0.9,0,0,476959.422488892,FALSE,18811380039680,upper,WID TOT_B5g_wid (2000+),30659500,adults,WID
ARG,2019,0.9,0,0,476959.422488892,FALSE,8025100322900.94,lower,BFM,30659500,adults,WID
ARG,2019,0.99,1395166.04130113,1457420.20869232,3535886.22144458,TRUE,18811380039680,upper,WID TOT_B5g_wid (2000+),30659500,adults,WID
ARG,2019,0.99,1395166.04130113,1457420.20869232,3535886.22144458,TRUE,8025100322900.94,lower,BFM,30659500,adults,WID
ARG,2019,0.999,5185309.14886075,5341776.10232941,14371971.4575504,TRUE,18811380039680,upper,WID TOT_B5g_wid (2000+),30659500,adults,WID
ARG,2019,0.999,5185309.14886075,5341776.10232941,14371971.4575504,TRUE,8025100322900.94,lower,BFM,30659500,adults,WID
ARG,2019,0.9999,19027110.6222541,66970756.7844066,66970756.7844066,TRUE,18811380039680,upper,WID TOT_B5g_wid (2000+),30659500,adults,WID
ARG,2019,0.9999,19027110.6222541,66970756.7844066,66970756.7844066,TRUE,8025100322900.94,lower,BFM,30659500,adults,WID
BRA,2000,0.9,10694.4422017127,11601.7575649352,39624.2768910302,TRUE,686392213504,upper,SNA_CEI + SNA_WID,104044133,adults,WID
BRA,2000,0.9,10694.4422017127,11601.7575649352,39624.2768910302,TRUE,NA,middle,SNA_CEI + SNA_WID,104044133,adults,WID
BRA,2000,0.99,67085.937434172,69505.1611118766,178753.841293275,TRUE,686392213504,upper,SNA_CEI + SNA_WID,104044133,adults,WID
BRA,2000,0.99,67085.937434172,69505.1611118766,178753.841293275,TRUE,NA,middle,SNA_CEI + SNA_WID,104044133,adults,WID
BRA,2000,0.999,192400.568998,198142.853580624,842465.82889416,TRUE,686392213504,upper,SNA_CEI + SNA_WID,104044133,adults,WID
BRA,2000,0.999,192400.568998,198142.853580624,842465.82889416,TRUE,NA,middle,SNA_CEI + SNA_WID,104044133,adults,WID
BRA,2000,0.9999,998180.378807143,5480078.76881517,5480078.76881517,TRUE,686392213504,upper,SNA_CEI + SNA_WID,104044133,adults,WID
BRA,2000,0.9999,998180.378807143,5480078.76881517,5480078.76881517,TRUE,NA,middle,SNA_CEI + SNA_WID,104044133,adults,WID
BRA,2002,0.9,13472.2,13822.7300000004,44305.376499992,TRUE,833640546304,upper,SNA_CEI + SNA_WID,109193375,adults,WID
BRA,2002,0.9,13472.2,13822.7300000004,44305.376499992,TRUE,867876963336.562,lower,BFM,109193375,adults,WID
BRA,2002,0.9,13472.2,13822.7300000004,44305.376499992,TRUE,NA,middle,SNA_CEI + SNA_WID,109193375,adults,WID
BRA,2002,0.99,81610.8900000001,83606.6299999987,190335.90499992,TRUE,833640546304,upper,SNA_CEI + SNA_WID,109193375,adults,WID
BRA,2002,0.99,81610.8900000001,83606.6299999987,190335.90499992,TRUE,867876963336.562,lower,BFM,109193375,adults,WID
BRA,2002,0.99,81610.8900000001,83606.6299999987,190335.90499992,TRUE,NA,middle,SNA_CEI + SNA_WID,109193375,adults,WID
BRA,2002,0.999,269244,280913.500000003,793626.639999199,TRUE,833640546304,upper,SNA_CEI + SNA_WID,109193375,adults,WID
BRA,2002,0.999,269244,280913.500000003,793626.639999199,TRUE,867876963336.562,lower,BFM,109193375,adults,WID
BRA,2002,0.999,269244,280913.500000003,793626.639999199,TRUE,NA,middle,SNA_CEI + SNA_WID,109193375,adults,WID
BRA,2002,0.9999,1071471,4057719.09999247,4057719.09999247,TRUE,833640546304,upper,SNA_CEI + SNA_WID,109193375,adults,WID
BRA,2002,0.9999,1071471,4057719.09999247,4057719.09999247,TRUE,867876963336.562,lower,BFM,109193375,adults,WID
BRA,2002,0.9999,1071471,4057719.09999247,4057719.09999247,TRUE,NA,middle,SNA_CEI + SNA_WID,109193375,adults,WID
BRA,2006,0.9,19628.3957457111,20310.699486457,66023.9851790835,TRUE,1331927662592,upper,SNA_CEI + SNA_WID,119499906,adults,WID
BRA,2006,0.9,19628.3957457111,20310.699486457,66023.9851790835,TRUE,1448549374078.5,lower,BFM,119499906,adults,WID
BRA,2006,0.9,19628.3957457111,20310.699486457,66023.9851790835,TRUE,NA,middle,SNA_CEI + SNA_WID,119499906,adults,WID
BRA,2006,0.99,116720.964135526,120872.069058957,292494.980777806,TRUE,1331927662592,upper,SNA_CEI + SNA_WID,119499906,adults,WID
BRA,2006,0.99,116720.964135526,120872.069058957,292494.980777806,TRUE,1448549374078.5,lower,BFM,119499906,adults,WID
BRA,2006,0.99,116720.964135526,120872.069058957,292494.980777806,TRUE,NA,middle,SNA_CEI + SNA_WID,119499906,adults,WID
BRA,2006,0.999,482434.307941811,497245.604217577,1109602.51642937,TRUE,1331927662592,upper,SNA_CEI + SNA_WID,119499906,adults,WID
BRA,2006,0.999,482434.307941811,497245.604217577,1109602.51642937,TRUE,1448549374078.5,lower,BFM,119499906,adults,WID
BRA,2006,0.999,482434.307941811,497245.604217577,1109602.51642937,TRUE,NA,middle,SNA_CEI + SNA_WID,119499906,adults,WID
BRA,2006,0.9999,1787313.07806052,4025072.49922693,4025072.49922694,TRUE,1331927662592,upper,SNA_CEI + SNA_WID,119499906,adults,WID
BRA,2006,0.9999,1787313.07806052,4025072.49922693,4025072.49922694,TRUE,1448549374078.5,lower,BFM,119499906,adults,WID
BRA,2006,0.9999,1787313.07806052,4025072.49922693,4025072.49922694,TRUE,NA,middle,SNA_CEI + SNA_WID,119499906,adults,WID
BRA,2007,0.9,21161.2277216229,22461.7704274615,68940.296852745,TRUE,1512025178112,upper,SNA_CEI + SNA_WID,121993047,adults,WID
BRA,2007,0.9,21161.2277216229,22461.7704274615,68940.296852745,TRUE,1476554397515.58,lower,BFM,121993047,adults,WID
BRA,2007,0.9,21161.2277216229,22461.7704274615,68940.296852745,TRUE,NA,middle,SNA_CEI + SNA_WID,121993047,adults,WID
BRA,2007,0.99,100759.080995332,103302.443307025,319396.465585603,TRUE,1512025178112,upper,SNA_CEI + SNA_WID,121993047,adults,WID
BRA,2007,0.99,100759.080995332,103302.443307025,319396.465585603,TRUE,1476554397515.58,lower,BFM,121993047,adults,WID
BRA,2007,0.99,100759.080995332,103302.443307025,319396.465585603,TRUE,NA,middle,SNA_CEI + SNA_WID,121993047,adults,WID
BRA,2007,0.999,401364.540309157,404057.957583444,1471923.10991285,TRUE,1512025178112,upper,SNA_CEI + SNA_WID,121993047,adults,WID
BRA,2007,0.999,401364.540309157,404057.957583444,1471923.10991285,TRUE,1476554397515.58,lower,BFM,121993047,adults,WID
BRA,2007,0.999,401364.540309157,404057.957583444,1471923.10991285,TRUE,NA,middle,SNA_CEI + SNA_WID,121993047,adults,WID
BRA,2007,0.9999,2151115.76622033,7619148.86220966,7619148.86220966,TRUE,1512025178112,upper,SNA_CEI + SNA_WID,121993047,adults,WID
BRA,2007,0.9999,2151115.76622033,7619148.86220966,7619148.86220966,TRUE,1476554397515.58,lower,BFM,121993047,adults,WID
BRA,2007,0.9999,2151115.76622033,7619148.86220966,7619148.86220966,TRUE,NA,middle,SNA_CEI + SNA_WID,121993047,adults,WID
BRA,2008,0.9,23925.4192770911,25159.2071209679,87065.0042908899,TRUE,1742697512960,upper,SNA_CEI + SNA_WID,124413141,adults,WID
BRA,2008,0.9,23925.4192770911,25159.2071209679,87065.0042908899,TRUE,1688171205471.45,lower,BFM,124413141,adults,WID
BRA,2008,0.9,23925.4192770911,25159.2071209679,87065.0042908899,TRUE,NA,middle,SNA_CEI + SNA_WID,124413141,adults,WID
BRA,2008,0.99,145949.248863353,151106.296869991,410238.851650928,TRUE,1742697512960,upper,SNA_CEI + SNA_WID,124413141,adults,WID
BRA,2008,0.99,145949.248863353,151106.296869991,410238.851650928,TRUE,1688171205471.45,lower,BFM,124413141,adults,WID
BRA,2008,0.99,145949.248863353,151106.296869991,410238.851650928,TRUE,NA,middle,SNA_CEI + SNA_WID,124413141,adults,WID
BRA,2008,0.999,541250.379155937,560064.853955292,1933692.6787501,TRUE,1742697512960,upper,SNA_CEI + SNA_WID,124413141,adults,WID
BRA,2008,0.999,541250.379155937,560064.853955292,1933692.6787501,TRUE,1688171205471.45,lower,BFM,124413141,adults,WID
BRA,2008,0.999,541250.379155937,560064.853955292,1933692.6787501,TRUE,NA,middle,SNA_CEI + SNA_WID,124413141,adults,WID
BRA,2008,0.9999,2616863.17253808,10530503.1824797,10530503.1824797,TRUE,1742697512960,upper,SNA_CEI + SNA_WID,124413141,adults,WID
BRA,2008,0.9999,2616863.17253808,10530503.1824797,10530503.1824797,TRUE,1688171205471.45,lower,BFM,124413141,adults,WID
BRA,2008,0.9999,2616863.17253808,10530503.1824797,10530503.1824797,TRUE,NA,middle,SNA_CEI + SNA_WID,124413141,adults,WID
BRA,2009,0.9,25745.039198356,27226.7492148759,91354.6881128631,TRUE,1931800133632,upper,SNA_CEI + SNA_WID,126736563,adults,WID
BRA,2009,0.9,25745.039198356,27226.7492148759,91354.6881128631,TRUE,1845222745437.7,lower,BFM,126736563,adults,WID
BRA,2009,0.9,25745.039198356,27226.7492148759,91354.6881128631,TRUE,NA,middle,SNA_CEI + SNA_WID,126736563,adults,WID
BRA,2009,0.99,157592.687120652,163044.704588101,414219.367207187,TRUE,1931800133632,upper,SNA_CEI + SNA_WID,126736563,adults,WID
BRA,2009,0.99,157592.687120652,163044.704588101,414219.367207187,TRUE,1845222745437.7,lower,BFM,126736563,adults,WID
BRA,2009,0.99,157592.687120652,163044.704588101,414219.367207187,TRUE,NA,middle,SNA_CEI + SNA_WID,126736563,adults,WID
BRA,2009,0.999,563254.374158932,581006.651030888,1828415.17166469,TRUE,1931800133632,upper,SNA_CEI + SNA_WID,126736563,adults,WID
BRA,2009,0.999,563254.374158932,581006.651030888,1828415.17166469,TRUE,1845222745437.7,lower,BFM,126736563,adults,WID
BRA,2009,0.999,563254.374158932,581006.651030888,1828415.17166469,TRUE,NA,middle,SNA_CEI + SNA_WID,126736563,adults,WID
BRA,2009,0.9999,2618030.10203746,9240610.25886754,9240610.25886754,TRUE,1931800133632,upper,SNA_CEI + SNA_WID,126736563,adults,WID
BRA,2009,0.9999,2618030.10203746,9240610.25886754,9240610.25886754,TRUE,1845222745437.7,lower,BFM,126736563,adults,WID
BRA,2009,0.9999,2618030.10203746,9240610.25886754,9240610.25886754,TRUE,NA,middle,SNA_CEI + SNA_WID,126736563,adults,WID
BRA,2010,0.9,29443.9938514234,30548.6735304659,102756.543545095,TRUE,2262415474688,upper,SNA_CEI + SNA_WID,128954945,adults,WID
BRA,2010,0.9,29443.9938514234,30548.6735304659,102756.543545095,TRUE,2042974457856,middle,SNA_CEI + SNA_WID,128954945,adults,WID
BRA,2010,0.99,174230.244983101,180419.765250881,471975.686709675,TRUE,2262415474688,upper,SNA_CEI + SNA_WID,128954945,adults,WID
BRA,2010,0.99,174230.244983101,180419.765250881,471975.686709675,TRUE,2042974457856,middle,SNA_CEI + SNA_WID,128954945,adults,WID
BRA,2010,0.999,626474.005104695,647893.70923411,2152772.4045282,TRUE,2262415474688,upper,SNA_CEI + SNA_WID,128954945,adults,WID
BRA,2010,0.999,626474.005104695,647893.70923411,2152772.4045282,TRUE,2042974457856,middle,SNA_CEI + SNA_WID,128954945,adults,WID
BRA,2010,0.9999,3069986.4335565,11120808.1038495,11120808.1038495,TRUE,2262415474688,upper,SNA_CEI + SNA_WID,128954945,adults,WID
BRA,2010,0.9999,3069986.4335565,11120808.1038495,11120808.1038495,TRUE,2042974457856,middle,SNA_CEI + SNA_WID,128954945,adults,WID
BRA,2011,0.9,32640.2050385306,34169.3475960256,117072.538547389,TRUE,2590265245696,upper,SNA_CEI + SNA_WID,131106359,adults,WID
BRA,2011,0.9,32640.2050385306,34169.3475960256,117072.538547389,TRUE,2331382817870.62,lower,BFM,131106359,adults,WID
BRA,2011,0.9,32640.2050385306,34169.3475960256,117072.538547389,TRUE,2367172259840,middle,SNA_CEI + SNA_WID,131106359,adults,WID
BRA,2011,0.99,194992.418563202,202095.919751961,548793.808516534,TRUE,2590265245696,upper,SNA_CEI + SNA_WID,131106359,adults,WID
BRA,2011,0.99,194992.418563202,202095.919751961,548793.808516534,TRUE,2331382817870.62,lower,BFM,131106359,adults,WID
BRA,2011,0.99,194992.418563202,202095.919751961,548793.808516534,TRUE,2367172259840,middle,SNA_CEI + SNA_WID,131106359,adults,WID
BRA,2011,0.999,722639.388768785,750933.769760134,2601060.62227612,TRUE,2590265245696,upper,SNA_CEI + SNA_WID,131106359,adults,WID
BRA,2011,0.999,722639.388768785,750933.769760134,2601060.62227612,TRUE,2331382817870.62,lower,BFM,131106359,adults,WID
BRA,2011,0.999,722639.388768785,750933.769760134,2601060.62227612,TRUE,2367172259840,middle,SNA_CEI + SNA_WID,131106359,adults,WID
BRA,2011,0.9999,3629243.11419586,13874691.4843297,13874691.4843297,TRUE,2590265245696,upper,SNA_CEI + SNA_WID,131106359,adults,WID
BRA,2011,0.9999,3629243.11419586,13874691.4843297,13874691.4843297,TRUE,2331382817870.62,lower,BFM,131106359,adults,WID
BRA,2011,0.9999,3629243.11419586,13874691.4843297,13874691.4843297,TRUE,2367172259840,middle,SNA_CEI + SNA_WID,131106359,adults,WID
BRA,2012,0.9,36304.8144389642,38269.1254411559,124629.141292527,TRUE,2926646984704,upper,SNA_CEI + SNA_WID,133230688,adults,WID
BRA,2012,0.9,36304.8144389642,38269.1254411559,124629.141292527,TRUE,2758451115147.66,lower,BFM,133230688,adults,WID
BRA,2012,0.9,36304.8144389642,38269.1254411559,124629.141292527,TRUE,2639884992512,middle,SNA_CEI + SNA_WID,133230688,adults,WID
BRA,2012,0.99,209697.198491407,216687.42782467,564913.780560921,TRUE,2926646984704,upper,SNA_CEI + SNA_WID,133230688,adults,WID
BRA,2012,0.99,209697.198491407,216687.42782467,564913.780560921,TRUE,2758451115147.66,lower,BFM,133230688,adults,WID
BRA,2012,0.99,209697.198491407,216687.42782467,564913.780560921,TRUE,2639884992512,middle,SNA_CEI + SNA_WID,133230688,adults,WID
BRA,2012,0.999,786321.176782719,813580.907617015,2552596.22602516,TRUE,2926646984704,upper,SNA_CEI + SNA_WID,133230688,adults,WID
BRA,2012,0.999,786321.176782719,813580.907617015,2552596.22602516,TRUE,2758451115147.66,lower,BFM,133230688,adults,WID
BRA,2012,0.999,786321.176782719,813580.907617015,2552596.22602516,TRUE,2639884992512,middle,SNA_CEI + SNA_WID,133230688,adults,WID
BRA,2012,0.9999,3760882.99850154,12671820.0633913,12671820.0633913,TRUE,2926646984704,upper,SNA_CEI + SNA_WID,133230688,adults,WID
BRA,2012,0.9999,3760882.99850154,12671820.0633913,12671820.0633913,TRUE,2758451115147.66,lower,BFM,133230688,adults,WID
BRA,2012,0.9999,3760882.99850154,12671820.0633913,12671820.0633913,TRUE,2639884992512,middle,SNA_CEI + SNA_WID,133230688,adults,WID
BRA,2013,0.9,39633.207367856,41232.7637631663,133702.91959739,TRUE,3285659648000,upper,SNA_CEI + SNA_WID,135350625,adults,WID
BRA,2013,0.9,39633.207367856,41232.7637631663,133702.91959739,TRUE,2961344431899.69,lower,BFM,135350625,adults,WID
BRA,2013,0.9,39633.207367856,41232.7637631663,133702.91959739,TRUE,3014554619904,middle,SNA_CEI + SNA_WID,135350625,adults,WID
BRA,2013,0.99,228139.554148689,235729.372329805,597341.182824925,TRUE,3285659648000,upper,SNA_CEI + SNA_WID,135350625,adults,WID
BRA,2013,0.99,228139.554148689,235729.372329805,597341.182824925,TRUE,2961344431899.69,lower,BFM,135350625,adults,WID
BRA,2013,0.99,228139.554148689,235729.372329805,597341.182824925,TRUE,3014554619904,middle,SNA_CEI + SNA_WID,135350625,adults,WID
BRA,2013,0.999,850084.516468722,879611.072056235,2654081.14995893,TRUE,3285659648000,upper,SNA_CEI + SNA_WID,135350625,adults,WID
BRA,2013,0.999,850084.516468722,879611.072056235,2654081.14995893,TRUE,2961344431899.69,lower,BFM,135350625,adults,WID
BRA,2013,0.999,850084.516468722,879611.072056235,2654081.14995893,TRUE,3014554619904,middle,SNA_CEI + SNA_WID,135350625,adults,WID
BRA,2013,0.9999,3963202.98901674,12895006.5067356,12895006.5067356,TRUE,3285659648000,upper,SNA_CEI + SNA_WID,135350625,adults,WID
BRA,2013,0.9999,3963202.98901674,12895006.5067356,12895006.5067356,TRUE,2961344431899.69,lower,BFM,135350625,adults,WID
BRA,2013,0.9999,3963202.98901674,12895006.5067356,12895006.5067356,TRUE,3014554619904,middle,SNA_CEI + SNA_WID,135350625,adults,WID
BRA,2014,0.9,43901.7469229877,46012.0187244235,147011.453821285,TRUE,3596480249856,upper,SNA_CEI + SNA_WID,137468297,adults,WID
BRA,2014,0.9,43901.7469229877,46012.0187244235,147011.453821285,TRUE,3330246984004.19,lower,BFM,137468297,adults,WID
BRA,2014,0.9,43901.7469229877,46012.0187244235,147011.453821285,TRUE,3335697256448,middle,SNA_CEI + SNA_WID,137468297,adults,WID
BRA,2014,0.99,246760.221836909,255289.537286484,664666.783420354,TRUE,3596480249856,upper,SNA_CEI + SNA_WID,137468297,adults,WID
BRA,2014,0.99,246760.221836909,255289.537286484,664666.783420354,TRUE,3330246984004.19,lower,BFM,137468297,adults,WID
BRA,2014,0.99,246760.221836909,255289.537286484,664666.783420354,TRUE,3335697256448,middle,SNA_CEI + SNA_WID,137468297,adults,WID
BRA,2014,0.999,899781.743087995,929851.046983909,3088160.89317818,TRUE,3596480249856,upper,SNA_CEI + SNA_WID,137468297,adults,WID
BRA,2014,0.999,899781.743087995,929851.046983909,3088160.89317818,TRUE,3330246984004.19,lower,BFM,137468297,adults,WID
BRA,2014,0.999,899781.743087995,929851.046983909,3088160.89317818,TRUE,3335697256448,middle,SNA_CEI + SNA_WID,137468297,adults,WID
BRA,2014,0.9999,4705146.28608461,15798826.8248923,15798826.8248923,TRUE,3596480249856,upper,SNA_CEI + SNA_WID,137468297,adults,WID
BRA,2014,0.9999,4705146.28608461,15798826.8248923,15798826.8248923,TRUE,3330246984004.19,lower,BFM,137468297,adults,WID
BRA,2014,0.9999,4705146.28608461,15798826.8248923,15798826.8248923,TRUE,3335697256448,middle,SNA_CEI + SNA_WID,137468297,adults,WID
BRA,2015,0.9,46708.4134041129,48732.6578637226,157520.310213789,TRUE,3876754063360,upper,SNA_CEI + SNA_WID,139571188,adults,WID
BRA,2015,0.9,46708.4134041129,48732.6578637226,157520.310213789,TRUE,3464564468549.25,lower,BFM,139571188,adults,WID
BRA,2015,0.9,46708.4134041129,48732.6578637226,157520.310213789,TRUE,3549492027392,middle,SNA_CEI + SNA_WID,139571188,adults,WID
BRA,2015,0.99,262842.157713781,272115.026727979,714873.727641373,TRUE,3876754063360,upper,SNA_CEI + SNA_WID,139571188,adults,WID
BRA,2015,0.99,262842.157713781,272115.026727979,714873.727641373,TRUE,3464564468549.25,lower,BFM,139571188,adults,WID
BRA,2015,0.99,262842.157713781,272115.026727979,714873.727641373,TRUE,3549492027392,middle,SNA_CEI + SNA_WID,139571188,adults,WID
BRA,2015,0.999,971695.479687175,1004443.96711859,3323254.4409177,TRUE,3876754063360,upper,SNA_CEI + SNA_WID,139571188,adults,WID
BRA,2015,0.999,971695.479687175,1004443.96711859,3323254.4409177,TRUE,3464564468549.25,lower,BFM,139571188,adults,WID
BRA,2015,0.999,971695.479687175,1004443.96711859,3323254.4409177,TRUE,3549492027392,middle,SNA_CEI + SNA_WID,139571188,adults,WID
BRA,2015,0.9999,5188871.14612963,16760851.1922157,16760851.1922157,TRUE,3876754063360,upper,SNA_CEI + SNA_WID,139571188,adults,WID
BRA,2015,0.9999,5188871.14612963,16760851.1922157,16760851.1922157,TRUE,3464564468549.25,lower,BFM,139571188,adults,WID
BRA,2015,0.9999,5188871.14612963,16760851.1922157,16760851.1922157,TRUE,3549492027392,middle,SNA_CEI + SNA_WID,139571188,adults,WID
BRA,2016,0.9,49498.3776819699,51798.5070852164,164404.680707797,TRUE,4042828906496,upper,SNA_CEI + SNA_WID,141673438,adults,WID
BRA,2016,0.9,49498.3776819699,51798.5070852164,164404.680707797,TRUE,3632019013563.5,lower,BFM,141673438,adults,WID
BRA,2016,0.9,49498.3776819699,51798.5070852164,164404.680707797,TRUE,3811131957248,middle,SNA_CEI + SNA_WID,141673438,adults,WID
BRA,2016,0.99,274554.369774341,284075.028218003,734512.715796896,TRUE,4042828906496,upper,SNA_CEI + SNA_WID,141673438,adults,WID
BRA,2016,0.99,274554.369774341,284075.028218003,734512.715796896,TRUE,3632019013563.5,lower,BFM,141673438,adults,WID
BRA,2016,0.99,274554.369774341,284075.028218003,734512.715796896,TRUE,3811131957248,middle,SNA_CEI + SNA_WID,141673438,adults,WID
BRA,2016,0.999,1015361.46484292,1046053.46651953,3334644.48267476,TRUE,4042828906496,upper,SNA_CEI + SNA_WID,141673438,adults,WID
BRA,2016,0.999,1015361.46484292,1046053.46651953,3334644.48267476,TRUE,3632019013563.5,lower,BFM,141673438,adults,WID
BRA,2016,0.999,1015361.46484292,1046053.46651953,3334644.48267476,TRUE,3811131957248,middle,SNA_CEI + SNA_WID,141673438,adults,WID
BRA,2016,0.9999,5166095.99939165,16587824.2582321,16587824.2582321,TRUE,4042828906496,upper,SNA_CEI + SNA_WID,141673438,adults,WID
BRA,2016,0.9999,5166095.99939165,16587824.2582321,16587824.2582321,TRUE,3632019013563.5,lower,BFM,141673438,adults,WID
BRA,2016,0.9999,5166095.99939165,16587824.2582321,16587824.2582321,TRUE,3811131957248,middle,SNA_CEI + SNA_WID,141673438,adults,WID
BRA,2017,0.9,51858.1020978778,54384.011526842,172477.331794645,TRUE,4217457934336,upper,SNA_CEI + SNA_WID,143759375,adults,WID
BRA,2017,0.9,51858.1020978778,54384.011526842,172477.331794645,TRUE,3844395108027.69,lower,BFM,143759375,adults,WID
BRA,2017,0.9,51858.1020978778,54384.011526842,172477.331794645,TRUE,4100964950016,middle,SNA_CEI + SNA_WID,143759375,adults,WID
BRA,2017,0.99,290198.851199268,300490.468295241,766049.783904111,TRUE,4217457934336,upper,SNA_CEI + SNA_WID,143759375,adults,WID
BRA,2017,0.99,290198.851199268,300490.468295241,766049.783904111,TRUE,3844395108027.69,lower,BFM,143759375,adults,WID
BRA,2017,0.99,290198.851199268,300490.468295241,766049.783904111,TRUE,4100964950016,middle,SNA_CEI + SNA_WID,143759375,adults,WID
BRA,2017,0.999,1065279.13960008,1096933.51227082,3438934.60058633,TRUE,4217457934336,upper,SNA_CEI + SNA_WID,143759375,adults,WID
BRA,2017,0.999,1065279.13960008,1096933.51227082,3438934.60058633,TRUE,3844395108027.69,lower,BFM,143759375,adults,WID
BRA,2017,0.999,1065279.13960008,1096933.51227082,3438934.60058633,TRUE,4100964950016,middle,SNA_CEI + SNA_WID,143759375,adults,WID
BRA,2017,0.9999,5318430.26996735,16924329.9863941,16924329.9863941,TRUE,4217457934336,upper,SNA_CEI + SNA_WID,143759375,adults,WID
BRA,2017,0.9999,5318430.26996735,16924329.9863941,16924329.9863941,TRUE,3844395108027.69,lower,BFM,143759375,adults,WID
